"Senator","Congress","Party"
"SHARON (R NV)",46,"R"
"JONES (R NV)",46,"R"
"ROLLINS (R NH)",46,"R"
"BELL (R NH)",46,"R"
"BLAIR (R NH)",46,"R"
"RANDOLPH (D NJ)",46,"D"
"MCPHERSON (D NJ)",46,"D"
"KERNAN (D NY)",46,"D"
"CONKLING (R NY)",46,"R"
"RANSOM (D NC)",46,"D"
"VANCE (D NC)",46,"D"
"PENDLETON (D OH)",46,"D"
"THURMAN (D OH)",46,"D"
"SLATER (D OR)",46,"D"
"GROVER (D OR)",46,"D"
"CAMERON (R PA)",46,"R"
"WALLACE (D PA)",46,"D"
"ANTHONY (R RI)",46,"R"
"BURNSIDE (R RI)",46,"R"
"BUTLER (D SC)",46,"D"
"HAMPTON (D SC)",46,"D"
"BAILEY (D TN)",46,"D"
"HARRIS (D TN)",46,"D"
"COKE (D TX)",46,"D"
"MAXEY (D TX)",46,"D"
"MORRILL (R VT)",46,"R"
"EDMUNDS (R VT)",46,"R"
"WITHERS (D VA)",46,"D"
"JOHNSTON (D VA)",46,"D"
"DAVIS (D WV)",46,"D"
"HEREFORD (D WV)",46,"D"
"CARPENTER (R WI)",46,"R"
"CAMERON (R WI)",46,"R"
"MORGAN (D AL)",47,"D"
"PUGH (D AL)",47,"D"
"WALKER (D AR)",47,"D"
"GARLAND (D AR)",47,"D"
"MILLER (R CA)",47,"R"
"FARLEY (D CA)",47,"D"
"HILL (R CO)",47,"R"
"TELLER (R CO)",47,"R"
"CHILCOTT (R CO)",47,"R"
"TABOR (R CO)",47,"R"
"PLATT (R CT)",47,"R"
"HAWLEY (R CT)",47,"R"
"BAYARD (D DE)",47,"D"
"SAULSBURY (D DE)",47,"D"
"CALL (D FL)",47,"D"
"JONES (D FL)",47,"D"
"BROWN (D GA)",47,"D"
"HILL (D GA)",47,"D"
"BARROW (D GA)",47,"D"
"DAVIS (Indep IL)",47,"Indep"
"LOGAN (R IL)",47,"R"
"HARRISON (R IN)",47,"R"
"VOORHEES (D IN)",47,"D"
"ALLISON (R IA)",47,"R"
"KIRKWOOD (R IA)",47,"R"
"MCDILL (R IA)",47,"R"
"PLUMB (R KS)",47,"R"
"INGALLS (R KS)",47,"R"
"WILLIAMS (D KY)",47,"D"
"BECK (D KY)",47,"D"
"JONAS (D LA)",47,"D"
"KELLOGG (R LA)",47,"R"
"HALE (R ME)",47,"R"
"BLAINE (R ME)",47,"R"
"FRYE (R ME)",47,"R"
"GROOME (D MD)",47,"D"
"GORMAN (D MD)",47,"D"
"DAWES (R MA)",47,"R"
"HOAR (R MA)",47,"R"
"CONGER (R MI)",47,"R"
"FERRY (R MI)",47,"R"
"MCMILLAN (R MN)",47,"R"
"EDGERTON (R MN)",47,"R"
"WINDOM (R MN)",47,"R"
"LAMAR (D MS)",47,"D"
"GEORGE (D MS)",47,"D"
"VEST (D MO)",47,"D"
"COCKRELL (D MO)",47,"D"
"SAUNDERS (R NE)",47,"R"
"VANWYCK (R NE)",47,"R"
"FAIR (D NV)",47,"D"
"JONES (R NV)",47,"R"
"ROLLINS (R NH)",47,"R"
"BLAIR (R NH)",47,"R"
"SEWELL (R NJ)",47,"R"
"MCPHERSON (D NJ)",47,"D"
"PLATT (R NY)",47,"R"
"CONKLING (R NY)",47,"R"
"LAPHAM (R NY)",47,"R"
"MILLER (R NY)",47,"R"
"VANCE (D NC)",47,"D"
"RANSOM (D NC)",47,"D"
"PENDLETON (D OH)",47,"D"
"SHERMAN (R OH)",47,"R"
"SLATER (D OR)",47,"D"
"GROVER (D OR)",47,"D"
"MITCHELL (R PA)",47,"R"
"CAMERON (R PA)",47,"R"
"ANTHONY (R RI)",47,"R"
"BURNSIDE (R RI)",47,"R"
"ALDRICH (R RI)",47,"R"
"HAMPTON (D SC)",47,"D"
"BUTLER (D SC)",47,"D"
"JACKSON (D TN)",47,"D"
"HARRIS (D TN)",47,"D"
"COKE (D TX)",47,"D"
"MAXEY (D TX)",47,"D"
"MORRILL (R VT)",47,"R"
"EDMUNDS (R VT)",47,"R"
"JOHNSTON (D VA)",47,"D"
"MAHONE (Readjuster VA)",47,"Readjuster"
"CAMDEN (D WV)",47,"D"
"DAVIS (D WV)",47,"D"
"SAWYER (R WI)",47,"R"
"CAMERON (R WI)",47,"R"
"MORGAN (D AL)",48,"D"
"PUGH (D AL)",48,"D"
"GARLAND (D AR)",48,"D"
"WALKER (D AR)",48,"D"
"FARLEY (D CA)",48,"D"
"MILLER (R CA)",48,"R"
"BOWEN (R CO)",48,"R"
"HILL (R CO)",48,"R"
"PLATT (R CT)",48,"R"
"HAWLEY (R CT)",48,"R"
"BAYARD (D DE)",48,"D"
"SAULSBURY (D DE)",48,"D"
"JONES (D FL)",48,"D"
"CALL (D FL)",48,"D"
"COLQUITT (D GA)",48,"D"
"BROWN (D GA)",48,"D"
"CULLOM (R IL)",48,"R"
"LOGAN (R IL)",48,"R"
"VOORHEES (D IN)",48,"D"
"HARRISON (R IN)",48,"R"
"WILSON (R IA)",48,"R"
"ALLISON (R IA)",48,"R"
"PLUMB (R KS)",48,"R"
"INGALLS (R KS)",48,"R"
"WILLIAMS (D KY)",48,"D"
"BECK (D KY)",48,"D"
"JONAS (D LA)",48,"D"
"GIBSON (D LA)",48,"D"
"FRYE (R ME)",48,"R"
"HALE (R ME)",48,"R"
"GROOME (D MD)",48,"D"
"GORMAN (D MD)",48,"D"
"DAWES (R MA)",48,"R"
"HOAR (R MA)",48,"R"
"PALMER (R MI)",48,"R"
"CONGER (R MI)",48,"R"
"MCMILLAN (R MN)",48,"R"
"SABIN (R MN)",48,"R"
"LAMAR (D MS)",48,"D"
"GEORGE (D MS)",48,"D"
"COCKRELL (D MO)",48,"D"
"VEST (D MO)",48,"D"
"MANDERSON (R NE)",48,"R"
"VAN (R NE)",48,"R"
"FAIR (D NV)",48,"D"
"JONES (R NV)",48,"R"
"BLAIR (R NH)",48,"R"
"PIKE (R NH)",48,"R"
"MCPHERSON (D NJ)",48,"D"
"SEWELL (R NJ)",48,"R"
"LAPHAM (R NY)",48,"R"
"MILLER (R NY)",48,"R"
"RANSOM (D NC)",48,"D"
"VANCE (D NC)",48,"D"
"SHERMAN (R OH)",48,"R"
"PENDLETON (D OH)",48,"D"
"SLATER (D OR)",48,"D"
"DOLPH (R OR)",48,"R"
"MITCHELL (R PA)",48,"R"
"CAMERON (R PA)",48,"R"
"ALDRICH (R RI)",48,"R"
"ANTHONY (R RI)",48,"R"
"SHEFFIELD (R RI)",48,"R"
"CHACE (R RI)",48,"R"
"HAMPTON (D SC)",48,"D"
"BUTLER (D SC)",48,"D"
"HARRIS (D TN)",48,"D"
"JACKSON (D TN)",48,"D"
"COKE (D TX)",48,"D"
"MAXEY (D TX)",48,"D"
"EDMUNDS (R VT)",48,"R"
"MORRILL (R VT)",48,"R"
"RIDDLEBERGE (Readjuster VA)",48,"Readjuster"
"MAHONE (Readjuster VA)",48,"Readjuster"
"KENNA (D WV)",48,"D"
"CAMDEN (D WV)",48,"D"
"SAWYER (R WI)",48,"R"
"CAMERON (R WI)",48,"R"
"MORGAN (D AL)",49,"D"
"PUGH (D AL)",49,"D"
"JONES (D AR)",49,"D"
"GARLAND (D AR)",49,"D"
"BERRY (D AR)",49,"D"
"STANFORD (R CA)",49,"R"
"MILLER (R CA)",49,"R"
"HEARST (D CA)",49,"D"
"WILLIAMS (R CA)",49,"R"
"BOWEN (R CO)",49,"R"
"TELLER (R CO)",49,"R"
"PLATT (R CT)",49,"R"
"HAWLEY (R CT)",49,"R"
"SAULSBURY (D DE)",49,"D"
"BAYARD (D DE)",49,"D"
"GRAY (D DE)",49,"D"
"CALL (D FL)",49,"D"
"JONES (D FL)",49,"D"
"COLQUITT (D GA)",49,"D"
"BROWN (D GA)",49,"D"
"CULLOM (R IL)",49,"R"
"LOGAN (R IL)",49,"R"
"FARWELL (R IL)",49,"R"
"VOORHEES (D IN)",49,"D"
"HARRISON (R IN)",49,"R"
"WILSON (R IA)",49,"R"
"ALLISON (R IA)",49,"R"
"INGALLS (R KS)",49,"R"
"PLUMB (R KS)",49,"R"
"BLACKBURN (D KY)",49,"D"
"BECK (D KY)",49,"D"
"GIBSON (D LA)",49,"D"
"EUSTIS (D LA)",49,"D"
"HALE (R ME)",49,"R"
"FRYE (R ME)",49,"R"
"WILSON (D MD)",49,"D"
"GORMAN (D MD)",49,"D"
"HOAR (R MA)",49,"R"
"DAWES (R MA)",49,"R"
"PALMER (R MI)",49,"R"
"CONGER (R MI)",49,"R"
"MCMILLAN (R MN)",49,"R"
"SABIN (R MN)",49,"R"
"GEORGE (D MS)",49,"D"
"LAMAR (D MS)",49,"D"
"WALTHALL (D MS)",49,"D"
"VEST (D MO)",49,"D"
"COCKRELL (D MO)",49,"D"
"VANWYCK (R NE)",49,"R"
"MANDERSON (R NE)",49,"R"
"JONES (R NV)",49,"R"
"FAIR (D NV)",49,"D"
"BLAIR (R NH)",49,"R"
"PIKE (R NH)",49,"R"
"CHENEY (R NH)",49,"R"
"SEWELL (R NJ)",49,"R"
"MCPHERSON (D NJ)",49,"D"
"MILLER (R NY)",49,"R"
"EVARTS (R NY)",49,"R"
"RANSOM (D NC)",49,"D"
"VANCE (D NC)",49,"D"
"PAYNE (D OH)",49,"D"
"SHERMAN (R OH)",49,"R"
"DOLPH (R OR)",49,"R"
"MITCHELL (R OR)",49,"R"
"CAMERON (R PA)",49,"R"
"MITCHELL (R PA)",49,"R"
"CHACE (R RI)",49,"R"
"ALDRICH (R RI)",49,"R"
"HAMPTON (D SC)",49,"D"
"BUTLER (D SC)",49,"D"
"HARRIS (D TN)",49,"D"
"JACKSON (D TN)",49,"D"
"WHITTHORNE (D TN)",49,"D"
"MAXEY (D TX)",49,"D"
"COKE (D TX)",49,"D"
"MORRILL (R VT)",49,"R"
"EDMUNDS (R VT)",49,"R"
"RIDDLEBERGE (R VA)",49,"R"
"MAHONE (R VA)",49,"R"
"CAMDEN (D WV)",49,"D"
"KENNA (D WV)",49,"D"
"SPOONER (R WI)",49,"R"
"SAWYER (R WI)",49,"R"
"PUGH (D AL)",50,"D"
"MORGAN (D AL)",50,"D"
"BERRY (D AR)",50,"D"
"JONES (D AR)",50,"D"
"STANFORD (R CA)",50,"R"
"HEARST (D CA)",50,"D"
"TELLER (R CO)",50,"R"
"BOWEN (R CO)",50,"R"
"PLATT (R CT)",50,"R"
"HAWLEY (R CT)",50,"R"
"GRAY (D DE)",50,"D"
"SAULSBURY (D DE)",50,"D"
"CALL (D FL)",50,"D"
"PASCO (D FL)",50,"D"
"COLQUITT (D GA)",50,"D"
"BROWN (D GA)",50,"D"
"CULLOM (R IL)",50,"R"
"FARWELL (R IL)",50,"R"
"TURPIE (D IN)",50,"D"
"VOORHEES (D IN)",50,"D"
"ALLISON (R IA)",50,"R"
"WILSON (R IA)",50,"R"
"PLUMB (R KS)",50,"R"
"INGALLS (R KS)",50,"R"
"BLACKBURN (D KY)",50,"D"
"BECK (D KY)",50,"D"
"EUSTIS (D LA)",50,"D"
"GIBSON (D LA)",50,"D"
"FRYE (R ME)",50,"R"
"HALE (R ME)",50,"R"
"WILSON (D MD)",50,"D"
"GORMAN (D MD)",50,"D"
"DAWES (R MA)",50,"R"
"HOAR (R MA)",50,"R"
"STOCKBRIDGE (R MI)",50,"R"
"PALMER (R MI)",50,"R"
"DAVIS (R MN)",50,"R"
"SABIN (R MN)",50,"R"
"WALTHALL (D MS)",50,"D"
"GEORGE (D MS)",50,"D"
"COCKRELL (D MO)",50,"D"
"VEST (D MO)",50,"D"
"PADDOCK (R NE)",50,"R"
"MANDERSON (R NE)",50,"R"
"JONES (R NV)",50,"R"
"STEWART (R NV)",50,"R"
"BLAIR (R NH)",50,"R"
"CHENEY (R NH)",50,"R"
"CHANDLER (R NH)",50,"R"
"MCPHERSON (D NJ)",50,"D"
"BLODGETT (D NJ)",50,"D"
"EVARTS (R NY)",50,"R"
"HISCOCK (R NY)",50,"R"
"VANCE (D NC)",50,"D"
"RANSOM (D NC)",50,"D"
"PAYNE (D OH)",50,"D"
"SHERMAN (R OH)",50,"R"
"DOLPH (R OR)",50,"R"
"MITCHELL (R OR)",50,"R"
"QUAY (R PA)",50,"R"
"CAMERON (R PA)",50,"R"
"ALDRICH (R RI)",50,"R"
"CHACE (R RI)",50,"R"
"HAMPTON (D SC)",50,"D"
"BUTLER (D SC)",50,"D"
"BATE (D TN)",50,"D"
"HARRIS (D TN)",50,"D"
"REAGAN (D TX)",50,"D"
"COKE (D TX)",50,"D"
"EDMUNDS (R VT)",50,"R"
"MORRILL (R VT)",50,"R"
"DANIEL (D VA)",50,"D"
"RIDDLEBERGE (R VA)",50,"R"
"KENNA (D WV)",50,"D"
"FAULKNER (D WV)",50,"D"
"SPOONER (R WI)",50,"R"
"SAWYER (R WI)",50,"R"
"PUGH (D AL)",51,"D"
"MORGAN (D AL)",51,"D"
"BERRY (D AR)",51,"D"
"JONES (D AR)",51,"D"
"HEARST (D CA)",51,"D"
"STANFORD (R CA)",51,"R"
"TELLER (R CO)",51,"R"
"WOLCOTT (R CO)",51,"R"
"PLATT (R CT)",51,"R"
"HAWLEY (R CT)",51,"R"
"HIGGINS (R DE)",51,"R"
"GRAY (D DE)",51,"D"
"CALL (D FL)",51,"D"
"PASCO (D FL)",51,"D"
"COLQUITT (D GA)",51,"D"
"BROWN (D GA)",51,"D"
"MCCONNELL (R ID)",51,"R"
"SHOUP (R ID)",51,"R"
"CULLOM (R IL)",51,"R"
"FARWELL (R IL)",51,"R"
"TURPIE (D IN)",51,"D"
"VOORHEES (D IN)",51,"D"
"WILSON (R IA)",51,"R"
"ALLISON (R IA)",51,"R"
"PLUMB (R KS)",51,"R"
"INGALLS (R KS)",51,"R"
"BLACKBURN (D KY)",51,"D"
"BECK (D KY)",51,"D"
"CARLISLE (D KY)",51,"D"
"GIBSON (D LA)",51,"D"
"EUSTIS (D LA)",51,"D"
"HALE (R ME)",51,"R"
"FRYE (R ME)",51,"R"
"WILSON (D MD)",51,"D"
"GORMAN (D MD)",51,"D"
"DAWES (R MA)",51,"R"
"HOAR (R MA)",51,"R"
"STOCKBRIDGE (R MI)",51,"R"
"MCMILLAN (R MI)",51,"R"
"WASHBURN (R MN)",51,"R"
"DAVIS (R MN)",51,"R"
"GEORGE (D MS)",51,"D"
"WALTHALL (D MS)",51,"D"
"VEST (D MO)",51,"D"
"COCKRELL (D MO)",51,"D"
"SANDERS (R MT)",51,"R"
"POWER (R MT)",51,"R"
"PADDOCK (R NE)",51,"R"
"MANDERSON (R NE)",51,"R"
"JONES (R NV)",51,"R"
"STEWART (R NV)",51,"R"
"BLAIR (R NH)",51,"R"
"MARSTON (R NH)",51,"R"
"CHANDLER (R NH)",51,"R"
"MCPHERSON (D NJ)",51,"D"
"BLODGETT (D NJ)",51,"D"
"HISCOCK (R NY)",51,"R"
"EVARTS (R NY)",51,"R"
"RANSOM (D NC)",51,"D"
"VANCE (D NC)",51,"D"
"PIERCE (R ND)",51,"R"
"CASEY (R ND)",51,"R"
"PAYNE (D OH)",51,"D"
"SHERMAN (R OH)",51,"R"
"DOLPH (R OR)",51,"R"
"MITCHELL (R OR)",51,"R"
"CAMERON (R PA)",51,"R"
"QUAY (R PA)",51,"R"
"ALDRICH (R RI)",51,"R"
"CHACE (R RI)",51,"R"
"DIXON (R RI)",51,"R"
"HAMPTON (D SC)",51,"D"
"BUTLER (D SC)",51,"D"
"MOODY (R SD)",51,"R"
"PETTIGREW (R SD)",51,"R"
"HARRIS (D TN)",51,"D"
"BATE (D TN)",51,"D"
"REAGAN (D TX)",51,"D"
"COKE (D TX)",51,"D"
"MORRILL (R VT)",51,"R"
"EDMUNDS (R VT)",51,"R"
"DANIEL (D VA)",51,"D"
"BARBOUR (D VA)",51,"D"
"ALLEN (R WA)",51,"R"
"SQUIRE (R WA)",51,"R"
"FAULKNER (D WV)",51,"D"
"KENNA (D WV)",51,"D"
"SPOONER (R WI)",51,"R"
"SAWYER (R WI)",51,"R"
"WARREN (R WY)",51,"R"
"CAREY (R WY)",51,"R"
"PUGH (D AL)",52,"D"
"MORGAN (D AL)",52,"D"
"BERRY (D AR)",52,"D"
"JONES (D AR)",52,"D"
"STANFORD (R CA)",52,"R"
"FELTON (R CA)",52,"R"
"WOLCOTT (R CO)",52,"R"
"TELLER (R CO)",52,"R"
"HAWLEY (R CT)",52,"R"
"PLATT (R CT)",52,"R"
"HIGGINS (R DE)",52,"R"
"GRAY (D DE)",52,"D"
"CALL (D FL)",52,"D"
"PASCO (D FL)",52,"D"
"GORDON (D GA)",52,"D"
"COLQUITT (D GA)",52,"D"
"SHOUP (R ID)",52,"R"
"DUBOIS (R ID)",52,"R"
"CULLOM (R IL)",52,"R"
"PALMER (D IL)",52,"D"
"VOORHEES (D IN)",52,"D"
"TURPIE (D IN)",52,"D"
"ALLISON (R IA)",52,"R"
"WILSON (R IA)",52,"R"
"PEFFER (Populist KS)",52,"Populist"
"PLUMB (R KS)",52,"R"
"PERKINS (R KS)",52,"R"
"BLACKBURN (D KY)",52,"D"
"CARLISLE (D KY)",52,"D"
"LINDSAY (D KY)",52,"D"
"WHITE (D LA)",52,"D"
"GIBSON (D LA)",52,"D"
"CAFFERY (D LA)",52,"D"
"HALE (R ME)",52,"R"
"FRYE (R ME)",52,"R"
"GORMAN (D MD)",52,"D"
"GIBSON (D MD)",52,"D"
"HOAR (R MA)",52,"R"
"DAWES (R MA)",52,"R"
"MCMILLAN (R MI)",52,"R"
"STOCKBRIDGE (R MI)",52,"R"
"WASHBURN (R MN)",52,"R"
"DAVIS (R MN)",52,"R"
"GEORGE (D MS)",52,"D"
"WALTHALL (D MS)",52,"D"
"COCKRELL (D MO)",52,"D"
"VEST (D MO)",52,"D"
"POWER (R MT)",52,"R"
"SANDERS (R MT)",52,"R"
"PADDOCK (R NE)",52,"R"
"MANDERSON (R NE)",52,"R"
"JONES (R NV)",52,"R"
"STEWART (R NV)",52,"R"
"GALLINGER (R NH)",52,"R"
"CHANDLER (R NH)",52,"R"
"BLODGETT (D NJ)",52,"D"
"MCPHERSON (D NJ)",52,"D"
"HISCOCK (R NY)",52,"R"
"HILL (D NY)",52,"D"
"RANSOM (D NC)",52,"D"
"VANCE (D NC)",52,"D"
"CASEY (R ND)",52,"R"
"HANSBROUGH (R ND)",52,"R"
"BRICE (D OH)",52,"D"
"SHERMAN (R OH)",52,"R"
"MITCHELL (R OR)",52,"R"
"DOLPH (R OR)",52,"R"
"QUAY (R PA)",52,"R"
"CAMERON (R PA)",52,"R"
"ALDRICH (R RI)",52,"R"
"DIXON (R RI)",52,"R"
"BUTLER (D SC)",52,"D"
"IRBY (D SC)",52,"D"
"PETTIGREW (R SD)",52,"R"
"KYLE (Populist SD)",52,"Populist"
"BATE (D TN)",52,"D"
"HARRIS (D TN)",52,"D"
"COKE (D TX)",52,"D"
"REAGAN (D TX)",52,"D"
"MILLS (D TX)",52,"D"
"CHILTON (D TX)",52,"D"
"MORRILL (R VT)",52,"R"
"EDMUNDS (R VT)",52,"R"
"PROCTOR (R VT)",52,"R"
"DANIEL (D VA)",52,"D"
"HUNTON (D VA)",52,"D"
"BARBOUR (D VA)",52,"D"
"ALLEN (R WA)",52,"R"
"SQUIRE (R WA)",52,"R"
"FAULKNER (D WV)",52,"D"
"KENNA (D WV)",52,"D"
"CAMDEN (D WV)",52,"D"
"VILAS (D WI)",52,"D"
"SAWYER (R WI)",52,"R"
"WARREN (R WY)",52,"R"
"CAREY (R WY)",52,"R"
"PUGH (D AL)",53,"D"
"MORGAN (D AL)",53,"D"
"JONES (D AR)",53,"D"
"BERRY (D AR)",53,"D"
"WHITE (D CA)",53,"D"
"STANFORD (R CA)",53,"R"
"PERKINS (R CA)",53,"R"
"WOLCOTT (R CO)",53,"R"
"TELLER (R CO)",53,"R"
"PLATT (R CT)",53,"R"
"HAWLEY (R CT)",53,"R"
"HIGGINS (R DE)",53,"R"
"GRAY (D DE)",53,"D"
"CALL (D FL)",53,"D"
"PASCO (D FL)",53,"D"
"GORDON (D GA)",53,"D"
"COLQUITT (D GA)",53,"D"
"WALSH (D GA)",53,"D"
"SHOUP (R ID)",53,"R"
"DUBOIS (R ID)",53,"R"
"PALMER (D IL)",53,"D"
"CULLOM (R IL)",53,"R"
"TURPIE (D IN)",53,"D"
"VOORHEES (D IN)",53,"D"
"ALLISON (R IA)",53,"R"
"WILSON (R IA)",53,"R"
"PEFFER (Populist KS)",53,"Populist"
"MARTIN (D KS)",53,"D"
"LINDSAY (D KY)",53,"D"
"BLACKBURN (D KY)",53,"D"
"CAFFERY (D LA)",53,"D"
"WHITE (D LA)",53,"D"
"BLANCHARD (D LA)",53,"D"
"HALE (R ME)",53,"R"
"FRYE (R ME)",53,"R"
"GORMAN (D MD)",53,"D"
"GIBSON (D MD)",53,"D"
"LODGE (R MA)",53,"R"
"HOAR (R MA)",53,"R"
"MCMILLAN (R MI)",53,"R"
"STOCKBRIDGE (R MI)",53,"R"
"PATTON (R MI)",53,"R"
"BURROWS (R MI)",53,"R"
"DAVIS (R MN)",53,"R"
"WASHBURN (R MN)",53,"R"
"GEORGE (D MS)",53,"D"
"WALTHALL (D MS)",53,"D"
"MCLAURIN (D MS)",53,"D"
"VEST (D MO)",53,"D"
"COCKRELL (D MO)",53,"D"
"POWER (R MT)",53,"R"
"MANTLE (R MT)",53,"R"
"ALLEN (Populist NE)",53,"Populist"
"MANDERSON (R NE)",53,"R"
"STEWART (NA NV)",53,"NA"
"JONES (R NV)",53,"R"
"CHANDLER (R NH)",53,"R"
"GALLINGER (R NH)",53,"R"
"MCPHERSON (D NJ)",53,"D"
"SMITH (D NJ)",53,"D"
"MURPHY (D NY)",53,"D"
"HILL (D NY)",53,"D"
"RANSOM (D NC)",53,"D"
"VANCE (D NC)",53,"D"
"JARVIS (D NC)",53,"D"
"PRITCHARD (R NC)",53,"R"
"ROACH (D ND)",53,"D"
"HANSBROUGH (R ND)",53,"R"
"SHERMAN (R OH)",53,"R"
"BRICE (D OH)",53,"D"
"DOLPH (R OR)",53,"R"
"MITCHELL (R OR)",53,"R"
"CAMERON (R PA)",53,"R"
"QUAY (R PA)",53,"R"
"DIXON (R RI)",53,"R"
"ALDRICH (R RI)",53,"R"
"BUTLER (D SC)",53,"D"
"IRBY (D SC)",53,"D"
"PETTIGREW (R SD)",53,"R"
"KYLE (Populist SD)",53,"Populist"
"HARRIS (D TN)",53,"D"
"BATE (D TN)",53,"D"
"MILLS (D TX)",53,"D"
"COKE (D TX)",53,"D"
"MORRILL (R VT)",53,"R"
"PROCTOR (R VT)",53,"R"
"HUNTON (D VA)",53,"D"
"DANIEL (D VA)",53,"D"
"SQUIRE (R WA)",53,"R"
"WILSON (R WA)",53,"R"
"CAMDEN (D WV)",53,"D"
"FAULKNER (D WV)",53,"D"
"VILAS (D WI)",53,"D"
"MITCHELL (D WI)",53,"D"
"CLARK (R WY)",53,"R"
"CAREY (R WY)",53,"R"
"PUGH (D AL)",54,"D"
"MORGAN (D AL)",54,"D"
"JONES (D AR)",54,"D"
"BERRY (D AR)",54,"D"
"WHITE (D CA)",54,"D"
"PERKINS (R CA)",54,"R"
"WOLCOTT (R CO)",54,"R"
"TELLER (R CO)",54,"R"
"HAWLEY (R CT)",54,"R"
"PLATT (R CT)",54,"R"
"KENNEY (D DE)",54,"D"
"GRAY (D DE)",54,"D"
"PASCO (D FL)",54,"D"
"CALL (D FL)",54,"D"
"GORDON (D GA)",54,"D"
"BACON (D GA)",54,"D"
"SHOUP (R ID)",54,"R"
"DUBOIS (R ID)",54,"R"
"PALMER (D IL)",54,"D"
"CULLOM (R IL)",54,"R"
"VOORHEES (D IN)",54,"D"
"TURPIE (D IN)",54,"D"
"GEAR (R IA)",54,"R"
"ALLISON (R IA)",54,"R"
"PEFFER (Populist KS)",54,"Populist"
"BAKER (R KS)",54,"R"
"LINDSAY (D KY)",54,"D"
"BLACKBURN (D KY)",54,"D"
"CAFFERY (D LA)",54,"D"
"BLANCHARD (D LA)",54,"D"
"HALE (R ME)",54,"R"
"FRYE (R ME)",54,"R"
"GIBSON (D MD)",54,"D"
"GORMAN (D MD)",54,"D"
"LODGE (R MA)",54,"R"
"HOAR (R MA)",54,"R"
"BURROWS (R MI)",54,"R"
"MCMILLAN (R MI)",54,"R"
"NELSON (R MN)",54,"R"
"DAVIS (R MN)",54,"R"
"WALTHALL (D MS)",54,"D"
"GEORGE (D MS)",54,"D"
"COCKRELL (D MO)",54,"D"
"VEST (D MO)",54,"D"
"CARTER (R MT)",54,"R"
"MANTLE (R MT)",54,"R"
"THURSTON (R NE)",54,"R"
"ALLEN (Populist NE)",54,"Populist"
"STEWART (NA NV)",54,"NA"
"JONES (NA NV)",54,"NA"
"CHANDLER (R NH)",54,"R"
"GALLINGER (R NH)",54,"R"
"SEWELL (R NJ)",54,"R"
"SMITH (D NJ)",54,"D"
"MURPHY (D NY)",54,"D"
"HILL (D NY)",54,"D"
"BUTLER (Populist NC)",54,"Populist"
"PRITCHARD (R NC)",54,"R"
"HANSBROUGH (R ND)",54,"R"
"ROACH (D ND)",54,"D"
"SHERMAN (R OH)",54,"R"
"BRICE (D OH)",54,"D"
"MITCHELL (R OR)",54,"R"
"MCBRIDE (R OR)",54,"R"
"QUAY (R PA)",54,"R"
"CAMERON (R PA)",54,"R"
"WETMORE (R RI)",54,"R"
"ALDRICH (R RI)",54,"R"
"IRBY (D SC)",54,"D"
"TILLMAN (D SC)",54,"D"
"PETTIGREW (R SD)",54,"R"
"KYLE (Populist SD)",54,"Populist"
"BATE (D TN)",54,"D"
"HARRIS (D TN)",54,"D"
"CHILTON (D TX)",54,"D"
"MILLS (D TX)",54,"D"
"BROWN (R UT)",54,"R"
"CANNON (R UT)",54,"R"
"PROCTOR (R VT)",54,"R"
"MORRILL (R VT)",54,"R"
"MARTIN (D VA)",54,"D"
"DANIEL (D VA)",54,"D"
"SQUIRE (R WA)",54,"R"
"WILSON (R WA)",54,"R"
"FAULKNER (D WV)",54,"D"
"ELKINS (R WV)",54,"R"
"MITCHELL (D WI)",54,"D"
"VILAS (D WI)",54,"D"
"WARREN (R WY)",54,"R"
"CLARK (R WY)",54,"R"
"PETTUS (D AL)",55,"D"
"MORGAN (D AL)",55,"D"
"JONES (D AR)",55,"D"
"BERRY (D AR)",55,"D"
"WHITE (D CA)",55,"D"
"PERKINS (R CA)",55,"R"
"WOLCOTT (R CO)",55,"R"
"TELLER (Silver Republican CO)",55,"Silver"
"PLATT (R CT)",55,"R"
"HAWLEY (R CT)",55,"R"
"GRAY (D DE)",55,"D"
"KENNEY (D DE)",55,"D"
"MALLORY (D FL)",55,"D"
"PASCO (D FL)",55,"D"
"CLAY (D GA)",55,"D"
"BACON (D GA)",55,"D"
"SHOUP (R ID)",55,"R"
"HEITFELD (Populist ID)",55,"Populist"
"CULLOM (R IL)",55,"R"
"MASON (R IL)",55,"R"
"TURPIE (D IN)",55,"D"
"FAIRBANKS (R IN)",55,"R"
"ALLISON (R IA)",55,"R"
"GEAR (R IA)",55,"R"
"HARRIS (Populist KS)",55,"Populist"
"BAKER (R KS)",55,"R"
"DEBOE (R KY)",55,"R"
"LINDSAY (D KY)",55,"D"
"MCENERY (D LA)",55,"D"
"CAFFERY (D LA)",55,"D"
"FRYE (R ME)",55,"R"
"HALE (R ME)",55,"R"
"WELLINGTON (R MD)",55,"R"
"GORMAN (D MD)",55,"D"
"LODGE (R MA)",55,"R"
"HOAR (R MA)",55,"R"
"MCMILLAN (R MI)",55,"R"
"BURROWS (R MI)",55,"R"
"DAVIS (R MN)",55,"R"
"NELSON (R MN)",55,"R"
"GEORGE (D MS)",55,"D"
"WALTHALL (D MS)",55,"D"
"MONEY (D MS)",55,"D"
